building_id,latitude,longitude,Energy_Consumption,CO2_Usage,Water_Usage,Energy_Intensity,CO2_Intensity,true_energy_label,true_ges_label,adresse_ban,numero_voie_ban,nom_rue_ban,code_postal_ban,nom_commune_ban,identifiant_ban,adresse_brut,nom_commune_brut,code_postal_brut,annee_construction,surface_habitable_immeuble,log1p_Energy_Consumption,log1p_CO2_Usage,log1p_Energy_Intensity,log1p_CO2_Intensity,class_mahalanobis,Mahalanobis_Distance,class_euclidean,class_pca,class_weighted,class_bayesian
2384E2013518I,43.91120796878078,5.205894963986809,11076.4,835.9,3322.92,126.5,9.5,E,B,650 chemin de la croix du coq 84220 Gordes,650,chemin de la croix du coq,84220,Gordes,84050_0147_00650,650 chemin de la Croix du Coq,GORDES,84220,1900.0,,9.312662275725293,6.729704589038828,4.848116364598481,2.3513752571634776,C,5.90785017987644,B,B,B,B
2384E1005024C,43.91079399592046,5.19975496368256,5942.8,448.2,1782.84,297.0,22.0,G,C,Rue des Clastres 84220 Gordes,,Rue des Clastres,84220,Gordes,84050_0125,Rue de l'Eglise - rue des Clastres,GORDES,84220,,,8.690103938456005,6.107468222864288,5.697093486505405,3.1354942159291497,B,5.547623766250162,B,A,A,B
2384E0778684S,43.876240991113235,5.1837440393269345,3915.2,289.8,1174.56,35.0,2.0,B,A,chemin des gros 84220 Gordes,,chemin des gros,84220,Gordes,84050_0340,Quartier Les Gros,GORDES,84220,2018.0,,8.272877074869227,5.672635745659364,3.58351893845611,1.0986122886681098,B,5.314447925461778,A,A,A,B
2384E1340864A,43.87191702652902,5.195045983541983,97024.0,28002.9,29107.2,296.0,85.0,F,F,119 Che des Martins 84220 Gordes,119,Che des Martins,84220,Gordes,84050_0545_00119,119 CHEMIN DES MARTINS,GORDES,84220,,,11.482723956237107,10.240099065172272,5.6937321388027,4.454347296253507,D,7.274474444840434,E,F,F,D
2384E0457525L,43.871016988759415,5.1798140552748295,30867.2,2410.2,9260.16,261.0,20.0,G,C,749 Che du Serre 84220 Gordes,749,Che du Serre,84220,Gordes,84050_0820_00749,"749, Chemin du serre",GORDES,84220,,,10.337481806758266,7.7878798278722305,5.568344503761097,3.044522437723423,C,6.2430446503340224,C,E,E,C
2384E0105931P,43.92254098622167,5.191523059325143,8764.7,665.5,2629.4100000000003,138.0,10.0,E,B,1424 Route de Senanque 84220 Gordes,1424,Route de Senanque,84220,Gordes,84050_0810_01424,1424 ROUTE DE SENAQUE,GORDES,84220,,,9.078601657258291,6.502040139618764,4.9344739331306915,2.3978952727983707,C,5.782617119480382,B,B,B,B
2384E1613080W,43.87723001096879,5.193652041564874,22669.5,1755.8,6800.849999999999,140.0,10.0,E,B,1594 route des beaumettes 84220 Gordes,1594,route des beaumettes,84220,Gordes,84050_0063_01594,1594 ROUTE DES BEAUMETTES,GORDES,84220,1983.0,,10.028819798838416,7.471249251315212,4.948759890378168,2.3978952727983707,C,6.230883805236042,C,D,D,C
2384E1695546Q,43.88424601481789,5.170456977883582,58792.8,18836.3,17637.84,309.0,99.0,F,F,chemin des bouisses 84220 Gordes,,chemin des bouisses,84220,Gordes,84050_0082,Chemin des Bouisses - Les Imberts,GORDES,84220,,,10.98179168615043,9.843594225758283,5.736572297479192,4.605170185988092,D,7.89226550326353,D,F,F,D
2384E1643948C,43.91092198717481,5.200046944314629,4492.8,329.8,1347.84,80.0,5.0,D,A,Place Genty Pantaly 84220 Gordes,,Place Genty Pantaly,84220,Gordes,84050_0310,Place Genty Pantaly,GORDES,84220,,,8.41045394797213,5.801513963149536,4.394449154672439,1.791759469228055,B,5.358034198177403,A,A,A,B
2384E1005058K,43.91079399592046,5.19975496368256,6206.8,469.1,1862.04,310.0,23.0,G,C,Rue des Clastres 84220 Gordes,,Rue des Clastres,84220,Gordes,84050_0125,Rue de l'Eglise - rue des Clastres,GORDES,84220,,,8.733561844849246,6.152945438030085,5.739792912179234,3.1780538303479458,B,5.575217349639935,B,A,A,B
2384E2156894U,43.914510955139114,5.209512018648524,19742.5,5194.6,5922.75,202.0,53.0,E,E,777 Route Neuve 84220 Gordes,777,Route Neuve,84220,Gordes,84050_0600_00777,"777, Route neuve",GORDES,84220,,,9.890579602235345,8.55556739253313,5.313205979041787,3.9889840465642745,E,8.110101322068541,C,E,E,C
2384E2140021V,43.91739503396435,5.196767980113874,11659.8,756.6,3497.94,98.0,6.0,D,B,70 chemin des caquettes 84220 Gordes,70,chemin des caquettes,84220,Gordes,84050_0104_00070,70 CHEMIN DES CAQUETTES,GORDES,84220,,,9.36398806818553,6.6301555418718685,4.59511985013459,1.9459101490553132,C,5.7050113228814325,B,B,B,B
2384E0846453F,43.910965004727764,5.198290951053082,11301.9,866.6,3390.57,169.0,13.0,F,C,118 Rue Jean Deyrole 84220 Gordes,118,Rue Jean Deyrole,84220,Gordes,84050_0400_00118,"118, Rue Jean Deyrole",GORDES,84220,,,9.332814608942888,6.76573077895272,5.135798437050262,2.6390573296152584,C,5.94390476704295,B,B,B,B
2384E0114589P,43.90782895940352,5.198106029436478,22961.8,1770.8,6888.54,179.0,13.0,F,C,387 Chemin de Bel Air 84220 Gordes,387,Chemin de Bel Air,84220,Gordes,84050_0068_00387,387 Chemin de Bel Air,GORDES,84220,,,10.04163079421757,7.479751257977932,5.19295685089021,2.6390573296152584,C,6.226845640420742,C,D,D,C
2384E1145239Z,43.87635697931222,5.190677964705534,26309.7,6465.9,7892.91,175.0,43.0,D,D,397 Chemin de Fontcaudette 84220 Gordes,397,Chemin de Fontcaudette,84220,Gordes,84050_0288_00397,"397, Chemin de Fontcaudette",GORDES,84220,,,10.177730979533697,8.77445213820658,5.170483995038151,3.784189633918261,D,7.979358490119926,C,E,E,C
2384E0683783R,43.875614029131576,5.190168942293887,38806.7,8368.3,11642.009999999998,139.0,29.0,C,C,27 chemin des beaumonnes 84220 Gordes,27,chemin des beaumonnes,84220,Gordes,84050_0065_00027,"27, Chemin des Beaumonnes
FONTCAUDETTE",GORDES,84220,1996.0,,10.5663739595303,9.032325527967053,4.941642422609304,3.4011973816621555,D,7.624464233210323,C,F,F,D
2384E1320103N,43.90775096285477,5.198036030818308,6328.3,469.1,1898.49,127.0,9.0,E,B,399 Chemin de Bel Air 84220 Gordes,399,Chemin de Bel Air,84220,Gordes,84050_0068_00399,"BEL AIR
399 CHEMIN DE BEL AIR",GORDES,84220,,,8.752944924505135,6.152945438030085,4.852030263919617,2.302585092994046,B,5.552693848809743,B,A,A,B
2384E2048611B,43.90314899385824,5.196222057377208,42004.9,10578.0,12601.47,158.0,39.0,D,D,204 Chemin des Escortiels 84220 Gordes,204,Chemin des Escortiels,84220,Gordes,84050_0240_00204,"204, Chemin des Escortiels",GORDES,84220,,,10.645565363590125,9.266626182986775,5.0689042022202315,3.6888794541139363,D,7.814703569576231,C,F,F,D
2384E1613476C,43.90777503367199,5.198105944963793,9227.9,711.2,2768.37,33.0,2.5,B,A,Chemin de Bel Air 84220 Gordes,,Chemin de Bel Air,84220,Gordes,84050_0068,Quartier Bel Air,GORDES,84220,1979.0,,9.130095143796753,6.568358770843678,3.5263605246161616,1.252762968495368,C,5.836924119569863,B,B,B,B
2384E1951638I,43.8904860086099,5.187035984452177,68817.7,21968.0,20645.31,206.0,65.0,E,E,395 route de courtecambe 84220 Gordes,395,route de courtecambe,84220,Gordes,84050_0141_00395,"395, Route de Courtecambe",GORDES,84220,,,11.139230789315457,9.99738764772918,5.332718793265369,4.189654742026425,D,7.715974930332732,D,F,F,D
2384E1005073Z,43.91079399592046,5.19975496368256,5769.0,435.8,1730.7,377.0,28.0,G,C,Rue des Clastres 84220 Gordes,,Rue des Clastres,84220,Gordes,84050_0125,Rue de l'Eglise - rue des Clastres,GORDES,84220,,,8.660427359502146,6.079475424430695,5.934894195619588,3.367295829986474,B,5.53437172155023,B,A,A,B
2384E0842648W,43.910965004727764,5.198290951053082,23657.2,1357.8,7097.16,454.0,26.0,G,C,118 Rue Jean Deyrole 84220 Gordes,118,Rue Jean Deyrole,84220,Gordes,84050_0400_00118,"118, Rue Jean Deyrole",GORDES,84220,,,10.071465056869933,7.214357236286429,6.12029741895095,3.295836866004329,C,5.838122821589833,B,D,D,C
2384E1555876S,43.882336024616684,5.18019004381475,25189.6,1950.2,7556.879999999999,126.6,9.8,E,B,876 Route de Saint Pantaleon 84220 Gordes,876,Route de Saint Pantaleon,84220,Gordes,84050_0803_00876,876 route de Saint Pantaleon,GORDES,84220,1700.0,,10.134226188038772,7.57619984690171,4.848900370910689,2.379546134130174,C,6.241665845691174,C,D,D,C
2384E1005045X,43.91079399592046,5.19975496368256,5512.0,415.6,1653.6,367.0,27.0,G,C,Rue des Clastres 84220 Gordes,,Rue des Clastres,84220,Gordes,84050_0125,Rue de l'Eglise - rue des Clastres,GORDES,84220,,,8.614864218589684,6.032126528826872,5.908082938168931,3.332204510175204,B,5.506831065414204,B,A,A,B
2384E1455708C,43.87434701115476,5.1945459988293985,5360.7,398.8,1608.2099999999998,38.0,2.0,B,A,115 Chemin des Michelons 84220 Gordes,115,Chemin des Michelons,84220,Gordes,84050_0555_00115,"Hameau les Martins
115, Chemin des Michelons",GORDES,84220,2020.0,,8.587036367958026,5.9909644220663,3.6635616461296463,1.0986122886681098,B,5.468630653218075,A,A,A,B
2384E0773069T,43.89882095780734,5.173468021097302,99421.7,31810.4,29826.51,291.0,93.0,F,F,685 chemin de la croix des baux 84220 Gordes,685,chemin de la croix des baux,84220,Gordes,84050_0145_00685,"685, Chemin de la Croix des Baux",GORDES,84220,,,11.507135736793483,10.367579995091916,5.676753802268282,4.543294782270004,D,7.4146292129077365,E,F,F,D
2384E0105688G,43.92254098622167,5.191523059325143,84566.6,14262.8,25369.98,293.0,49.0,F,D,1424 Route de Senanque 84220 Gordes,1424,Route de Senanque,84220,Gordes,84050_0810_01424,1424 ROUTE DE SENAQUE,GORDES,84220,1997.0,,11.34530649351583,9.565480138132282,5.683579767338681,3.912023005428146,C,6.599064020923832,D,F,F,D
2384E2042439R,43.87518199372987,5.195733023242349,6718.3,510.1,2015.49,134.0,10.0,E,B,hameau les bouilladoires 84220 Gordes,,hameau les bouilladoires,84220,Gordes,84050_m9a0nm,"590, Les Bouilladoires",GORDES,84220,,,8.812739261424804,6.236565265774234,4.90527477843843,2.3978952727983707,B,5.627669538386396,B,B,B,B
2384E1416901N,43.90743502210629,5.201907045394026,4122.2,310.6,1236.66,123.0,9.0,E,B,66 route des adams 84220 Gordes,66,route des adams,84220,Gordes,84050_0006_00066,66 CHEMIN DES ADAMS,GORDES,84220,,,8.3243848398981,5.741720313996593,4.820281565605037,2.302585092994046,B,5.367911200603008,A,A,A,B
2384E1005078E,43.91079399592046,5.19975496368256,6933.8,526.5,2080.14,346.0,26.0,G,C,Rue des Clastres 84220 Gordes,,Rue des Clastres,84220,Gordes,84050_0125,Rue de l'Eglise - rue des Clastres,GORDES,84220,,,8.844307493111733,6.268148865350222,5.849324779946859,3.295836866004329,C,5.645841772719186,B,B,B,B
2384E0721482Q,43.912730017647455,5.197812972609831,22152.6,1683.4,6645.78,104.0,7.0,D,B,Rue de la Combe 84220 Gordes,,,84220,Gordes,84050_0130,Rue de la Combe,GORDES,84220,,,10.005755290483707,7.429164696287772,4.653960350157523,2.0794415416798357,C,6.200537094641202,C,D,D,C
2384E0863086Y,43.910965004727764,5.198290951053082,207725.3,64625.7,62317.59,312.0,97.0,F,F,118 Rue Jean Deyrole 84220 Gordes,118,Rue Jean Deyrole,84220,Gordes,84050_0400_00118,"118, Rue Jean Deyrole",GORDES,84220,,,12.24397662678776,11.076382917074028,5.746203190540153,4.584967478670572,F,10.38161114352566,F,F,F,D
2384E0810145T,43.90839300636883,5.214168971970665,47910.2,2752.8,14373.06,199.6,11.4,F,C,303 chemin des goges 84220 Gordes,303,chemin des goges,84220,Gordes,84050_0315_00303,303 Chemin DES GOGES,GORDES,84220,1975.0,,10.777104576526554,7.920737055010272,5.301312875527835,2.517696472610991,C,5.701363831916156,C,F,F,C
2384E1618007J,43.88536503469043,5.167794045075615,7735.7,560.9,2320.71,67.9,4.9,C,A,194 chemin de la cerisaie 84220 Gordes,194,chemin de la cerisaie,84220,Gordes,84050_0109_00194,194 Lotissement la Cerisaie,GORDES,84220,2000.0,,8.953730519078812,6.3313238981181525,4.232656178019613,1.7749523509116738,C,5.632678259247171,B,B,B,B
2484E0764893I,43.87361600978859,5.200808033975479,8884.8,644.6,2665.44,40.4,2.9,B,A,331 chemin des chavelles 84220 Gordes,331,chemin des chavelles,84220,Gordes,84050_0118_00331,331 chemin des chavelles,GORDES,84220,1980.0,,9.092209775927683,6.470180116955739,3.7232808808312687,1.3609765531356006,C,5.716756429619565,B,B,B,B
2484E0497634D,43.913045037090775,5.194827003214343,4732.9,347.7,1419.87,98.0,7.0,D,B,28 domaine des bastidons 84220 Gordes,28,domaine des bastidons,84220,Gordes,84050_6f3393_00028,28 DOMAINE DES BASTIDONNES,GORDES,84220,,,8.462504666065437,5.854211953681605,4.59511985013459,2.0794415416798357,B,5.38389323318001,A,A,A,B
2484E0418715U,43.92715900819643,5.202416007818397,9553.6,717.0,2866.08,159.0,11.0,F,C,301 chemin de fontanille 84220 Gordes,301,chemin de fontanille,84220,Gordes,84050_0281_00301,"Camping des Sources
301, Chemin de Fontanille",GORDES,84220,,,9.164777992899092,6.576469569048224,5.075173815233827,2.4849066497880004,C,5.814303940653962,B,B,B,B
2484E0587441G,43.911602978759305,5.1999079401992105,26073.6,8365.9,7822.079999999999,310.0,99.0,F,F,20 Route de Murs 84220 Gordes,20,Route de Murs,84220,Gordes,84050_0580_00020,20 Route de Murs,GORDES,84220,,166.0,10.168716939386975,9.032038724509105,5.739792912179234,4.605170185988092,E,8.417880384004608,C,E,F,C
2484E1659084H,43.88572200052973,5.224899995297872,36752.3,10426.9,11025.69,246.0,69.0,E,E,820 route de la la badelle 84220 Gordes,820,route de la la badelle,84220,Gordes,84050_0034_00820,"820, Route de la Badelle",GORDES,84220,,,10.511983296527937,9.252240185440861,5.5093883366279774,4.248495242049359,E,8.087796077879316,C,F,F,D
2484E0286112R,43.876147956925266,5.1912329859328805,37134.5,1212.8,11140.35,265.0,8.0,E,B,379 Chemin de Fontcaudette 84220 Gordes,379,Chemin de Fontcaudette,84220,Gordes,84050_0288_00379,379 Chemin de Fontcaudette,GORDES,84220,,,10.52232866439945,7.101511213401754,5.583496308781699,2.1972245773362196,B,5.233648079806407,C,E,E,C
2484E0983628F,43.87827704505957,5.191450972466155,7305.6,541.4,2191.68,25.8,1.9,A,A,172 Chemin de Fontcaudette 84220 Gordes,172,Chemin de Fontcaudette,84220,Gordes,84050_0288_00172,172 chemin de Fontcaudette,GORDES,84220,2015.0,,8.896533328264626,6.296003736626186,3.288401887516811,1.0647107369924282,C,5.6351403852266255,B,B,B,B
2484E1170522L,43.9161339960252,5.210504957877543,17956.3,1040.6,5386.889999999999,137.0,7.0,D,B,53 Chemin des Reirettes 84220 Gordes,53,Chemin des Reirettes,84220,Gordes,84050_0750_00053,"53, Chemin des Reirettes",GORDES,84220,,,9.795751996479167,6.9485132714543045,4.927253685157205,2.0794415416798357,C,5.766031207446495,B,C,C,C
2484E0117597I,43.90393203693798,5.231319013598247,10980.9,843.1,3294.27,194.0,14.0,G,C,41 chemin de toudoumiane 84220 Gordes,41,chemin de toudoumiane,84220,Gordes,84050_0858_00041,"41, Chemin de Toudoumiane",GORDES,84220,,,9.304003741987854,6.738270970989674,5.272999558563747,2.70805020110221,C,5.9300417158840215,B,B,B,B
2484E0703393Y,43.91854499877508,5.194675988273074,5066.9,371.7,1520.07,107.0,7.0,D,B,Route de Senanque 84220 Gordes,,Route de Senanque,84220,Gordes,84050_0810,"Route de Senanque 
Bastidon n°20",GORDES,84220,,,8.530681809596793,5.9207738064852125,4.68213122712422,2.0794415416798357,B,5.414919034322801,A,A,A,B
2484E2071157G,43.876771985638534,5.194819034925952,51432.2,15284.9,15429.659999999998,501.0,149.0,G,G,Chemin des Bouilladoires 84220 Gordes,,Chemin des Bouilladoires,84220,Gordes,84050_0080,"1322, Route de Foncaudette (Les Bouilladoires)",GORDES,84220,1974.0,,10.848039157327223,9.634686113847636,6.218600119691729,5.0106352940962555,D,7.907862387904108,D,F,F,D
2484E1657743S,43.88307702167162,5.187965040834791,15004.5,1130.4,4501.349999999999,102.0,7.0,D,B,1579 Route de Saint Pantaleon 84220 Gordes,1579,Route de Saint Pantaleon,84220,Gordes,84050_0803_01579,"1579, Route de Saint Pantaléon",GORDES,84220,,,9.616172079545219,7.0312110829090555,4.634728988229636,2.0794415416798357,C,6.060471592567561,B,C,C,C
2484E0582379O,43.91841296971365,5.238792950633169,24381.9,819.7,7314.570000000001,236.0,7.0,E,B,960 Chemin de Véroncle 84220 Gordes,960,Chemin de Véroncle,84220,Gordes,84050_0912_00960,"960, Chemin de Veroncle",GORDES,84220,,,10.10163734592026,6.710157634635666,5.4680601411351315,2.0794415416798357,B,5.226189110865606,B,D,C,C
2484E0998496B,43.87647104150638,5.194366018632668,6211.4,471.2,1863.42,214.0,16.0,G,C,1697 route des beaumettes 84220 Gordes,1697,route des beaumettes,84220,Gordes,84050_0063_01697,"1697, Route des Beaumettes",GORDES,84220,,,8.734302573695857,6.157402624651413,5.3706380281276624,2.833213344056216,B,5.582060454292248,B,A,A,B
2484E1096431U,43.90333999764921,5.2248869718943,16220.7,1224.9,4866.21,77.0,5.0,C,A,852 Chemin de la Capoune 84220 Gordes,852,Chemin de la Capoune,84220,Gordes,84050_0103_00852,"852, Chemin de la Capoune",GORDES,84220,,,9.694105131055267,7.111430547100949,4.356708826689592,1.791759469228055,C,6.097399861730471,B,C,C,C
2484E2010790L,43.89309596777971,5.200415048682215,44648.8,10686.7,13394.64,275.0,65.0,E,E,51 Chemin du Clos de Denante 84220 Gordes,51,Chemin du Clos de Denante,84220,Gordes,84050_0127_00051,"51, Chemin du clos de Denante",GORDES,84220,,,10.706605107011299,9.276848826520213,5.62040086571715,4.189654742026425,D,7.690653445404397,D,F,F,D
2484E2183323I,43.91331698807212,5.195724044525141,6671.1,498.1,2001.33,137.0,10.0,E,B,8 Domaine des Bastidons 84220 Gordes,8,Domaine des Bastidons,84220,Gordes,84050_6f3393_00008,"Domaine des Bastidons
8, Chemin des Mians - Bastidon N°8",GORDES,84220,,,8.805689931935856,6.2128064764755635,4.927253685157205,2.3978952727983707,B,5.595080231166866,B,A,A,B
2484E0621614P,43.87367298720347,5.196585983786434,4052.8,304.4,1215.84,29.0,2.0,A,A,2072 route des beaumettes 84220 Gordes,2072,route des beaumettes,84220,Gordes,84050_0063_02072,"2072, Route des Beaumettes
LES MARTINS",GORDES,84220,,,8.307409991803864,5.721622392784532,3.4011973816621555,1.0986122886681098,B,5.355107172981847,A,A,A,B
2484E0586580D,43.911602978759305,5.1999079401992105,24670.7,7909.6,7401.21,300.0,96.0,F,F,20 Route de Murs 84220 Gordes,20,Route de Murs,84220,Gordes,84050_0580_00020,20 Route de Murs,GORDES,84220,,166.0,10.113412116756054,8.97595891123517,5.707110264748875,4.574710978503383,E,8.426770181394264,C,E,E,C
2484E1623953C,43.87447401704742,5.181251020536051,56860.6,3261.6,17058.18,312.0,17.0,G,C,96 Chemin du Serre 84220 Gordes,96,Chemin du Serre,84220,Gordes,84050_0820_00096,"96, Chemin du Serre
Hameau les Gros",GORDES,84220,,,10.948375524098571,8.090279702502203,5.746203190540153,2.8903717578961645,B,5.589324400061475,C,F,F,C
2484E0057164Z,43.88648601822822,5.175461003880136,28922.8,6471.7,8676.84,578.0,129.0,G,G,2400 Avenue Justin Bonfils 84220 Gordes,2400,Avenue Justin Bonfils,84220,Gordes,84050_0460_02400,"2400, Avenue Justin Bonfils
Les Imberts",GORDES,84220,,,10.272420064598,8.775348611109674,6.361302477572996,4.867534450455582,D,7.807582180822667,C,E,E,C
2484E0057492P,43.88648601822822,5.175461003880136,29698.1,1006.4,8909.429999999998,265.0,8.0,E,B,2400 Avenue Justin Bonfils 84220 Gordes,2400,Avenue Justin Bonfils,84220,Gordes,84050_0460_02400,"2400, Avenue Justin Bonfils
Les Imberts",GORDES,84220,,,10.298872021301342,6.91512803331155,5.583496308781699,2.1972245773362196,B,5.274337411369175,C,D,D,C
2484E0305987C,43.88535200099007,5.167589037347715,11812.2,899.0,3543.6600000000003,95.3,7.2,D,B,15 Lotissement la Cerisaie 84220 Gordes,15,Lotissement la Cerisaie,84220,Gordes,84050_a030_00015,15 Lotissement La Cerisaie,GORDES,84220,1989.0,,9.376972829305497,6.802394763324311,4.56746831880408,2.1041341542702074,C,5.956381659441,B,C,C,B
2484E2188282B,43.91106701502048,5.200797988277242,8542.5,652.4,2562.75,142.0,10.0,E,B,74 Rue Baptistin Picca 84220 Gordes,74,Rue Baptistin Picca,84220,Gordes,84050_0035_00074,"74 Rue Baptistin Picca et 60, Rue André Lhote",GORDES,84220,,,9.052926038888328,6.48218949916697,4.962844630259907,2.3978952727983707,C,5.777034438371526,B,B,B,B
2484E2188229A,43.91106701502048,5.200797988277242,8236.6,628.4,2470.98,139.0,10.0,E,B,74 Rue Baptistin Picca 84220 Gordes,74,Rue Baptistin Picca,84220,Gordes,84050_0035_00074,"74 Rue Baptistin Picca et 60, Rue André Lhote
Appartement niveau 1",GORDES,84220,,,9.01646431834254,6.444766984630307,4.941642422609304,2.3978952727983707,C,5.753987354033733,B,B,B,B
2484E1756895G,43.92250501467471,5.191530023075435,26064.8,1985.8,7819.44,63.0,4.0,C,A,1420 Route de Senanque 84220 Gordes,1420,Route de Senanque,84220,Gordes,84050_0810_01420,1420 route de Senanque,GORDES,84220,,,10.168379389230722,7.594280583233195,4.1588830833596715,1.6094379124341003,C,6.221260871116796,C,E,E,C
2484E0638829S,43.895590956969954,5.173725009701709,9741.3,550.9,2922.39,69.0,3.0,C,A,416 Chemin des Briquets 84220 Gordes,416,Chemin des Briquets,84220,Gordes,84050_0087_00416,416 chemin des briquets,GORDES,84220,,,9.184232508390396,6.3133668704454555,4.248495242049359,1.3862943611198906,B,5.382836040538033,B,B,B,B
2484E2248878R,43.86587995919387,5.175544050373016,25916.9,1283.1,7775.07,149.0,7.0,D,B,1823 Chemin des Combettes 84220 Gordes,1823,Chemin des Combettes,84220,Gordes,84050_0132_01823,"1823, Chemin des Combettes",GORDES,84220,,,10.162689128665516,7.157813362837228,5.0106352940962555,2.0794415416798357,C,5.670387106735069,C,D,D,C
2484E2301263M,43.892309956481796,5.181345031136728,10239.4,1015.8,3071.82,71.0,7.0,B,B,237 Chemin des Fayards 84220 Gordes,237,Chemin des Fayards,84220,Gordes,84050_0250_00237,237 CHEMIN DES FAILLARDS,GORDES,84220,,,9.23409596033058,6.9244157198752445,4.276666119016055,2.0794415416798357,C,6.305024387588309,B,B,B,B
2484E0283274N,43.90446802312713,5.194586960413986,10734.7,777.8,3220.4100000000003,45.0,3.0,B,A,1108 route des moines 84220 Gordes,1108,route des moines,84220,Gordes,84050_0565_01108,1108 route des moines,GORDES,84220,2005.0,,9.281329915452933,6.657754273498044,3.828641396489095,1.3862943611198906,C,5.826397810138212,B,B,B,B
2484E2052405A,43.91122297308124,5.199920938255872,7409.4,556.3,2222.82,142.0,10.0,E,B,Place du Château 84220 Gordes,,Place du Château,84220,Gordes,84050_0115,Place du Château,GORDES,84220,,,8.910639697939818,6.32310369457549,4.962844630259907,2.3978952727983707,C,5.665276236001275,B,B,B,B
2484E0213166B,43.90520401289234,5.22618803463031,37812.7,1223.6,11343.81,293.0,9.0,E,B,142 chemin des pourquiers 84220 Gordes,142,chemin des pourquiers,84220,Gordes,84050_0710_00142,142 Chemin des Pourquier,GORDES,84220,,,10.540426749806826,7.110369539043854,5.683579767338681,2.302585092994046,B,5.222634944436593,C,E,E,C
2484E2039657S,43.8756589957431,5.188052939353112,41272.4,11546.8,12381.72,125.0,34.0,D,D,207 Chemin des Beaumonnes 84220 Gordes,207,Chemin des Beaumonnes,84220,Gordes,84050_0065_00207,207 Chemin des Beaumonnes,GORDES,84220,,,10.627973503651749,9.354250221616569,4.836281906951478,3.5553480614894135,D,7.992879130196342,D,F,F,D
2484E2290903A,43.896533020756905,5.234040018848033,30463.6,9726.8,9139.08,238.0,76.0,F,F,1228 Chemin des Ratiers 84220 Gordes,1228,Chemin des Ratiers,84220,Gordes,84050_0740_01228,"1228, Chemin des Ratiers",GORDES,84220,,,10.324320632775292,9.182743044784079,5.476463551931511,4.343805421853684,E,8.365503192644923,C,F,F,C
2484E2030618B,43.91200697887643,5.193932026313696,26077.3,1759.3,7823.19,98.0,6.0,D,B,197 Chemin de Granan 84220 Gordes,197,Chemin de Granan,84220,Gordes,84050_0335_00197,"197, Chemin de Granan
Maison + dépendance",GORDES,84220,,,10.168858829866936,7.473239528051926,4.59511985013459,1.9459101490553132,C,6.059237900499353,C,E,D,C
2484E2273368P,43.907126958528835,5.196349976874686,12793.6,949.2,3838.08,91.4,6.7,D,B,Route des Moines 84220 Gordes,,Route des Moines,84220,Gordes,84050_0565,593 route des Moines,GORDES,84220,1970.0,,9.456778485893414,6.856672488752821,4.526126978647638,2.0412203288596382,C,5.959711931594288,B,C,C,B
2484E0764654D,43.896771021687165,5.190193964383812,23805.7,1830.4,7141.71,123.0,9.0,E,B,669 Avenue Justin Bonfils 84220 Gordes,669,Avenue Justin Bonfils,84220,Gordes,84050_0460_00669,669 Avenue Justin Bonfils - Col de Gordes,GORDES,84220,,,10.077722332647369,7.512835980673632,4.820281565605037,2.302585092994046,C,6.227392314403841,C,D,D,C
2484E0800516L,43.9031720232043,5.1943289409309505,6217.4,463.4,1865.22,27.0,2.0,A,A,route de cavaillon 84220 Gordes,,route de cavaillon,84220,Gordes,84050_0108,"300-318, Route de Cavaillon",GORDES,84220,2019.0,,8.73526791791601,6.140746249823736,3.332204510175204,1.0986122886681098,B,5.552139099329614,B,A,A,B
2484E0057207Q,43.88648601822822,5.175461003880136,22371.8,4609.3,6711.54,135.0,27.0,C,C,2400 Avenue Justin Bonfils 84220 Gordes,2400,Avenue Justin Bonfils,84220,Gordes,84050_0460_02400,"2400, Avenue Justin Bonfils
Les Imberts",GORDES,84220,,,10.015601214286587,8.436048209795258,4.912654885736052,3.332204510175204,D,7.7105481787156425,C,E,E,C
2484E0405303Y,43.9031720232043,5.1943289409309505,12127.9,906.2,3638.37,66.5,4.9,C,A,route de cavaillon 84220 Gordes,,route de cavaillon,84220,Gordes,84050_0108,route de Cavaillon,GORDES,84220,1800.0,,9.403346313572115,6.810362932973487,4.212127597878484,1.7749523509116738,C,5.942210390723756,B,C,C,B
2484E0034205Y,43.91455503544725,5.228459056989714,8237.3,630.4,2471.19,49.0,3.0,C,A,1600 Chemin des Grailles 84220 Gordes,1600,Chemin des Grailles,84220,Gordes,84050_0333_01600,"1600 chemin des Grailles
Mas de la Véroncle",GORDES,84220,,,9.01654929093893,6.447939576123892,3.912023005428146,1.3862943611198906,C,5.759138809852714,B,B,B,B
2484E0034236D,43.91455503544725,5.228459056989714,13675.6,730.7,4102.68,81.0,4.0,C,A,1600 Chemin des Grailles 84220 Gordes,1600,Chemin des Grailles,84220,Gordes,84050_0333_01600,"1600 chemin des Grailles
Mas de la Véroncle",GORDES,84220,,,9.523441622274156,6.595370593889984,4.406719247264253,1.6094379124341003,B,5.515890711842507,B,C,C,B
2484E1375153W,43.886585042117105,5.1682220166896755,36489.8,2094.9,10946.94,271.0,15.0,G,C,68 Rue Principale 84220 Gordes,68,Rue Principale,84220,Gordes,84050_0720_00068,"68, Rue Principale",GORDES,84220,,,10.504815453004914,7.647738334379114,5.605802066295998,2.772588722239781,C,5.820835730040547,C,E,E,C
